ID,ProjectTitle,Agency,Office,Date,Keywords,Status,DocumentTitle,DocumentType,Path
EIS-0350,"Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory Los Alamos, New Mexico",DOE,NNSA,2003,Stockpile Stewardship,Completed,EIS-0350-S1: Amended Record of Decision,EIS,DOE_EIS_282/EIS-0350-AROD-2011.pdf
EIS-0350,"Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory Los Alamos, New Mexico",DOE,NNSA,2003,Stockpile Stewardship,Completed,EIS-0350-FSEIS_Summary-2011.pdf,EIS,DOE_EIS_282/EIS-0350-FSEIS_Summary-2011.pdf
EIS-0350,"Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory Los Alamos, New Mexico",DOE,NNSA,2003,Stockpile Stewardship,Completed,EIS-0350-FSEIS_Volume_1-2011.pdf,EIS,DOE_EIS_282/EIS-0350-FSEIS_Volume_1-2011.pdf
EIS-0350,"Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory Los Alamos, New Mexico",DOE,NNSA,2003,Stockpile Stewardship,Completed,EIS-0350-FSEIS_Volume_2-2011.pdf,EIS,DOE_EIS_282/EIS-0350-FSEIS_Volume_2-2011.pdf
EIS-0350-S1,"Supplemental Environmental Impact Statement for the Nuclear Facility Portion of the Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory, New Mexico",DOE,NNSA,2011,Stockpile Stewardship,Completed,EIS-0350-S1: Mitigation Action Plan,EIS,DOE_EIS_283/EIS-0350-S1-MAP-2011.pdf
EIS-0350-S1,"Supplemental Environmental Impact Statement for the Nuclear Facility Portion of the Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory, New Mexico",DOE,NNSA,2011,Stockpile Stewardship,Completed,EIS-0350-S1: Amended Record of Decision,EIS,DOE_EIS_283/EIS-0350-AROD-2011.pdf
EIS-0350-S1,"Supplemental Environmental Impact Statement for the Nuclear Facility Portion of the Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory, New Mexico",DOE,NNSA,2011,Stockpile Stewardship,Completed,EIS-0350-FSEIS_Summary-2011.pdf,EIS,DOE_EIS_283/EIS-0350-FSEIS_Summary-2011.pdf
EIS-0350-S1,"Supplemental Environmental Impact Statement for the Nuclear Facility Portion of the Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory, New Mexico",DOE,NNSA,2011,Stockpile Stewardship,Completed,EIS-0350-FSEIS_Volume_1-2011.pdf,EIS,DOE_EIS_283/EIS-0350-FSEIS_Volume_1-2011.pdf
EIS-0350-S1,"Supplemental Environmental Impact Statement for the Nuclear Facility Portion of the Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory, New Mexico",DOE,NNSA,2011,Stockpile Stewardship,Completed,EIS-0350-FSEIS_Volume_2-2011.pdf,EIS,DOE_EIS_283/EIS-0350-FSEIS_Volume_2-2011.pdf
EIS-0350-S1,"Supplemental Environmental Impact Statement for the Nuclear Facility Portion of the Chemistry and Metallurgy Research Building Replacement Project at Los Alamos National Laboratory, New Mexico",DOE,NNSA,2011,Stockpile Stewardship,Completed,EIS-0350-S1: EPA Notice of Availability of the Draft Supplemental Environmental Impact Statement,EIS,DOE_EIS_283/2011-10411.pdf
EIS-0351,"Operation of Flaming Gorge Dam, Colorado River Storage Project, Colorado River, UT",DOE,WAPA,2005,Ecosystem Management,Completed,EIS-0351-FEIS-01-2006.pdf,EIS,DOE_EIS_284/EIS-0351-FEIS-01-2006.pdf
EIS-0351,"Operation of Flaming Gorge Dam, Colorado River Storage Project, Colorado River, UT",DOE,WAPA,2005,Ecosystem Management,Completed,EIS-0351-FEIS-02-2006.pdf,EIS,DOE_EIS_284/EIS-0351-FEIS-02-2006.pdf
EIS-0351,"Operation of Flaming Gorge Dam, Colorado River Storage Project, Colorado River, UT",DOE,WAPA,2005,Ecosystem Management,Completed,EIS-0351-FEIS-03-2006.pdf,EIS,DOE_EIS_284/EIS-0351-FEIS-03-2006.pdf
EIS-0352,U.S. 93 Hoover Dam Bypass Project,DOE,WAPA,,Electric Transmission,Completed,EIS-0352: Record of Decision ,EIS,DOE_EIS_285/EIS-0352-ROD-2002.pdf
EIS-0352,U.S. 93 Hoover Dam Bypass Project,DOE,WAPA,,Electric Transmission,Completed,EIS-0352-FEIS-Volume 1.pdf,EIS,DOE_EIS_285/EIS-0352-FEIS-Volume%201.pdf
EIS-0352,U.S. 93 Hoover Dam Bypass Project,DOE,WAPA,,Electric Transmission,Completed,EIS-0352-FEIS-Volume_2.pdf,EIS,DOE_EIS_285/EIS-0352-FEIS-Volume_2.pdf
EIS-0353,"South Fork Flathead Watershed/Westlope Cutthroat Trout Conservation Project, Montana",DOE,BPA,2005,Ecosystem Management,Completed,EIS-0353: DOE Notice of Availability of the Record of Decision,EIS,DOE_EIS_286/EIS-0353-ROD-NOA-2006.pdf
EIS-0353,"South Fork Flathead Watershed/Westlope Cutthroat Trout Conservation Project, Montana",DOE,BPA,2005,Ecosystem Management,Completed,EIS-0353: Record of Decision,EIS,DOE_EIS_286/EIS-0353-ROD-2006.pdf
EIS-0353,"South Fork Flathead Watershed/Westlope Cutthroat Trout Conservation Project, Montana",DOE,BPA,2005,Ecosystem Management,Completed,EIS-0353: EPA Notice of Availability of the Final Environmental Impact Statement,EIS,DOE_EIS_286/EIS-0353-FEIS-NOA-2005.pdf
EIS-0353,"South Fork Flathead Watershed/Westlope Cutthroat Trout Conservation Project, Montana",DOE,BPA,2005,Ecosystem Management,Completed,EIS-0353: Final Environmental Impact Statement,EIS,DOE_EIS_286/EIS-0353-FEIS-2005.pdf
EIS-0354,"Ivanpah Energy Center, NV",DOE,WAPA,2003,Natural Gas,Completed,EIS-0354: Record of Decision,EIS,DOE_EIS_287/EIS-0354-ROD-2003.pdf
EIS-0354,"Ivanpah Energy Center, NV",DOE,WAPA,2003,Natural Gas,Completed,EIS-0354: Final Environmental Impact Statement,EIS,DOE_EIS_287/EIS-0354-FEIS-2003.pdf
EIS-0354,"Ivanpah Energy Center, NV",DOE,WAPA,2003,Natural Gas,Completed,"EIS-0354: Draft Environmental Impact Statement, Summary",EIS,DOE_EIS_287/EIS-0354-DEIS-Summary-2002.pdf
EIS-0354,"Ivanpah Energy Center, NV",DOE,WAPA,2003,Natural Gas,Completed,EIS-0354-DEIS-Summary-2002.pdf,EIS,DOE_EIS_287/EIS-0354-DEIS-Summary-2002.pdf
EIS-0354,"Ivanpah Energy Center, NV",DOE,WAPA,2003,Natural Gas,Completed,"Ivanpah Energy Center Draft Environmental Impact Statement, DOE/EIS-0354 (November 2002)",EIS,DOE_EIS_287/EIS-0354-DEIS-2002.pdf
EIS-0355,"Remediation of the Moab Uranium Mill Tailings, Grand and San Juan Counties, Utah",DOE,EM,2005,Remediation,Completed,EIS-0355: Amended Record of Decision,EIS,DOE_EIS_288/EIS-0355-AmROD-2008.pdf
EIS-0355,"Remediation of the Moab Uranium Mill Tailings, Grand and San Juan Counties, Utah",DOE,EM,2005,Remediation,Completed,EIS-0355: Record of Decision,EIS,DOE_EIS_288/EIS-0355-FWA-2005.pdf
EIS-0355,"Remediation of the Moab Uranium Mill Tailings, Grand and San Juan Counties, Utah",DOE,EM,2005,Remediation,Completed,EIS-0355: DOE Notice of Availability of the Final Environmental Impact Statement,EIS,DOE_EIS_288/EIS-0355-FEIS-DOE-NOA-2005.pdf
EIS-0355,"Remediation of the Moab Uranium Mill Tailings, Grand and San Juan Counties, Utah",DOE,EM,2005,Remediation,Completed,EIS-0355: EPA Notice of Availability of the Final Environmental Impact Statement,EIS,DOE_EIS_288/EIS-0355-FEIS-EPA-NOA-2005.pdf
EIS-0356,"Retrieval, Treatment and Disposal of Tank Wastes and Closure of Single-Shell Tanks at the Hanford Site, Richland, WA",DOE,EM,,High Level Waste,Canceled,EIS-0356: Notice of Intent to Prepare an Environmental Impact Statement,EIS,DOE_EIS_289/EIS-0356-NOI-2003.pdf
EIS-0357,"Gilberton Coal-to-Clean Fuels and Power Project in Gilberton, PA",DOE,FE,2007,Coal,Completed,EIS-0357: EPA Notice of Availability of the Final Environmental Impact Statement,EIS,DOE_EIS_290/EIS-0357-NOA-2007.pdf
EIS-0357,"Gilberton Coal-to-Clean Fuels and Power Project in Gilberton, PA",DOE,FE,2007,Coal,Completed,"DOE/EIS-0357, Department of Energy Final Environmental Impact Statement for the Gilberton Coal-to-Clean Fuels and Power Project, Gilberton, Pennsylvania, Volume 1: Main Text (October 2007)",EIS,DOE_EIS_290/EIS-0357-FEIS-01-2007.pdf
EIS-0357,"Gilberton Coal-to-Clean Fuels and Power Project in Gilberton, PA",DOE,FE,2007,Coal,Completed,EIS-0357-FEIS-Appendices,EIS,DOE_EIS_290/EIS-0357-FEIS-Appendices-2007.pdf
EIS-0357,"Gilberton Coal-to-Clean Fuels and Power Project in Gilberton, PA",DOE,FE,2007,Coal,Completed,EIS-0357: DOE Notice of Availability of the Supplement to the Draft Environmental Impact Statement,EIS,DOE_EIS_290/EIS-0357-DEIS-S1-DOE-NOA-2007.pdf
EIS-0357,"Gilberton Coal-to-Clean Fuels and Power Project in Gilberton, PA",DOE,FE,2007,Coal,Completed,EIS-0357-S1: Supplement to the Draft Environmental Impact Statement,EIS,DOE_EIS_290/EIS-0357-S1-DEIS-2006.pdf
EIS-0358,Welton-Mohawk 520 MW Generating Facility,DOE,WAPA,2006,Natural Gas,Canceled,eis-0358-deis-2005.pdf,EIS,DOE_EIS_291/eis-0358-deis-2005.pdf
EIS-0358,Welton-Mohawk 520 MW Generating Facility,DOE,WAPA,2006,Natural Gas,Canceled,"Western Area Power Administration Construction and Operation of the Proposed Wellton-Mohawk Generating Facility, Yuma County, Arizona, EIS-0358 May 19, 2003 (68 FR 27056)",EIS,DOE_EIS_291/EIS-0358-NOI-2003.pdf
EIS-0359,"Uranium Hexafluoride Conversion Facility at the Paducah, Kentucky Site",DOE,EM,2004,Waste Management,Completed,eis-0359-sa-02-eis-0360-sa-02-final-duf6-2019-11-19.pdf,EIS,DOE_EIS_292/eis-0359-sa-02-eis-0360-sa-02-final-duf6-2019-11-19.pdf
EIS-0359,"Uranium Hexafluoride Conversion Facility at the Paducah, Kentucky Site",DOE,EM,2004,Waste Management,Completed,EIS-0359: DOE Notice of Availability of the Draft Supplement Analysis,EIS,DOE_EIS_292/EIS-0359-DSA-DOE-NOA-2007.pdf
EIS-0359,"Uranium Hexafluoride Conversion Facility at the Paducah, Kentucky Site",DOE,EM,2004,Waste Management,Completed,"EIS-0359-SA-01, EIS-0360-SA-01: Draft Supplement Analysis",EIS,DOE_EIS_292/EIS-0359-SA-01_EIS-0360-SA-01-2007.pdf
EIS-0359,"Uranium Hexafluoride Conversion Facility at the Paducah, Kentucky Site",DOE,EM,2004,Waste Management,Completed,EIS-0359: Record of Decision,EIS,DOE_EIS_292/EIS-0359-ROD-2004.pdf
EIS-0360,"Depleted Uranium Oxide Conversion Product at the Portsmouth, Ohio Site",DOE,EM,2004,Waste Management,Completed,amended-rod-eis -0360-duf6-2020-01.pdf,EIS,DOE_EIS_293/amended-rod-eis%20-0360-duf6-2020-01.pdf
EIS-0360,"Depleted Uranium Oxide Conversion Product at the Portsmouth, Ohio Site",DOE,EM,2004,Waste Management,Completed,eis-0359-sa-02-eis-0360-sa-02-final-duf6-2019-11-19.pdf,EIS,DOE_EIS_293/eis-0359-sa-02-eis-0360-sa-02-final-duf6-2019-11-19.pdf
EIS-0360,"Depleted Uranium Oxide Conversion Product at the Portsmouth, Ohio Site",DOE,EM,2004,Waste Management,Completed,EIS-0360: DOE Notice of Availability of the Draft Supplement Analysis,EIS,DOE_EIS_293/EIS-0360-DSA-DOE-NOA-2007.pdf
EIS-0360,"Depleted Uranium Oxide Conversion Product at the Portsmouth, Ohio Site",DOE,EM,2004,Waste Management,Completed,"EIS-0359-SA-01, EIS-0360-SA-01: Draft Supplement Analysis",EIS,DOE_EIS_293/EIS-0359-SA-01_EIS-0360-SA-01-2007.pdf
EIS-0361,"Western Greenbrier Co-Production Demonstration Project, WV",DOE,FE,2007,Coal,Completed,EIS-0361: Record of Decision and Floodplain Statement of Findings,EIS,DOE_EIS_294/EIS-0361-ROD-2008.pdf
EIS-0361,"Western Greenbrier Co-Production Demonstration Project, WV",DOE,FE,2007,Coal,Completed,EIS-0361: EPA Notice of Availability of the Final Environmental Impact Statement,EIS,DOE_EIS_294/EIS-0361-FEIS-EPA-NOA-2007.pdf
EIS-0361,"Western Greenbrier Co-Production Demonstration Project, WV",DOE,FE,2007,Coal,Completed,EIS-0361-FEIS-01-2007.pdf,EIS,DOE_EIS_294/EIS-0361-FEIS-01-2007.pdf
EIS-0361,"Western Greenbrier Co-Production Demonstration Project, WV",DOE,FE,2007,Coal,Completed,EIS-0361-FEIS-02-2007.pdf,EIS,DOE_EIS_294/EIS-0361-FEIS-02-2007.pdf
EIS-0361,"Western Greenbrier Co-Production Demonstration Project, WV",DOE,FE,2007,Coal,Completed,EIS-0361-FEIS-03-2007.pdf,EIS,DOE_EIS_294/EIS-0361-FEIS-03-2007.pdf
EIS-0361,"Western Greenbrier Co-Production Demonstration Project, WV",DOE,FE,2007,Coal,Completed,EIS-0361-FEIS-Figures-2007.pdf,EIS,DOE_EIS_294/EIS-0361-FEIS-Figures-2007.pdf
EIS-0361,"Western Greenbrier Co-Production Demonstration Project, WV",DOE,FE,2007,Coal,Completed,EIS-0361: EPA Notice of Availability of the Draft Environmental Impact Statement,EIS,DOE_EIS_294/EIS-0361-DEIS-NOA-2006.pdf
EIS-0362,"'Colorado Springs Utilities'' Next Generation CFB Coal Generating Unit, CO'",DOE,FE,,Coal,Canceled,EIS-0362: Notice of Cancellation of the Environmental Impact Statement,EIS,DOE_EIS_295/EIS-0362-CanNOI-2004.pdf
EIS-0362,"'Colorado Springs Utilities'' Next Generation CFB Coal Generating Unit, CO'",DOE,FE,,Coal,Canceled,EIS-0362: Notice of Intent to Prepare an Environmental Impact Statement,EIS,DOE_EIS_295/03-20862.pdf
EIS-0364,"Decommissioning of the Fast Flux Test Facility, Hanford Site, Richland, WA",DOE,EM,,Remediation,Canceled,EIS-0364: Notice of Intent to Prepare an Environmental Impact Statement,EIS,DOE_EIS_296/EIS-0364-NOI-2004.pdf
EIS-0365,Imperial-Mexicali 230-kV Transmission Lines,DOE,FE,2004,Electric Transmission,Completed,EIS-0365: Record of Decision and Floodplain Statement of Findings,EIS,DOE_EIS_297/EIS-0365-ROD-2005.pdf
EIS-0365,Imperial-Mexicali 230-kV Transmission Lines,DOE,FE,2004,Electric Transmission,Completed,EIS-0365-FEIS-01-2004.pdf,EIS,DOE_EIS_297/EIS-0365-FEIS-01-2004.pdf
EIS-0365,Imperial-Mexicali 230-kV Transmission Lines,DOE,FE,2004,Electric Transmission,Completed,EIS-0365-FEIS-02-2004.pdf,EIS,DOE_EIS_297/EIS-0365-FEIS-02-2004.pdf
EIS-0365,Imperial-Mexicali 230-kV Transmission Lines,DOE,FE,2004,Electric Transmission,Completed,EIS-0365-FEIS-FiguresTables-2004.pdf,EIS,DOE_EIS_297/EIS-0365-FEIS-FiguresTables-2004.pdf
EIS-0365,Imperial-Mexicali 230-kV Transmission Lines,DOE,FE,2004,Electric Transmission,Completed,EIS-0365: EPA Notice of Availability of the Final Environmental Impact Statement,EIS,DOE_EIS_297/EIS-0365-FEIS-EPA-NOA-2004.pdf
EIS-0365,Imperial-Mexicali 230-kV Transmission Lines,DOE,FE,2004,Electric Transmission,Completed,EIS-0365: EPA Notice of Availability of the Draft Environmental Impact Statement,EIS,DOE_EIS_297/EIS-0365-DEIS-EPA-NOA-2004.pdf
EIS-0366,'Implementation of the Office of Fossil Energy''s Carbon Sequestration Program',DOE,FE,,Carbon Sequestration,Canceled,EIS-0366: Notice of Cancellation of a Programmatic Environmental Impact Statement,EIS,DOE_EIS_298/EIS-0366-CANCELLATION-2007.pdf
EIS-0366,'Implementation of the Office of Fossil Energy''s Carbon Sequestration Program',DOE,FE,,Carbon Sequestration,Canceled,EIS-0366: Notice of Intent to Prepare a Programmatic Environmental Impact Statement,EIS,DOE_EIS_298/EIS-0366-NOI-2004.pdf
EIS-0367,"Transmission Business Policy, OR",DOE,BPA,,Electric Transmission,Canceled,EIS-0367: Notice of Intent to Prepare an Environmental Impact Statement,EIS,DOE_EIS_299/EIS-0367-NOI-2003.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0369: Floodplain Statement of Finding,EIS,DOE_EIS_300/EIS-0369-FWA-2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2 and EIS-0369: Record of Decision and Floodplain Statement of Findings,EIS,DOE_EIS_300/EIS-0369-ROD-2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,"EIS-0250-S1, EIS-0250-S2, EIS-0369: EPA Notice of Availability of Environmental Impact Statements",EIS,DOE_EIS_300/EPA_NOA_July_2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-Summary-2008.pdf,EIS,DOE_EIS_300/EIS-0250-S2-EIS-0369-FEIS-Summary-2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-01-2008.pdf,EIS,DOE_EIS_300/EIS-0250-S2-EIS-0369-FEIS-01-2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-02-2008.pdf,EIS,DOE_EIS_300/EIS-0250-S2-EIS-0369-FEIS-02-2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-03-2008.pdf,EIS,DOE_EIS_300/EIS-0250-S2-EIS-0369-FEIS-03-2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-04-2008.pdf,EIS,DOE_EIS_300/EIS-0250-S2-EIS-0369-FEIS-04-2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-05-2008.pdf,EIS,DOE_EIS_300/EIS-0250-S2-EIS-0369-FEIS-05-2008.pdf
EIS-0369,Supplemental Yucca Mountain Rail Corridor and Rail Alignment,DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-06-2008.pdf,EIS,DOE_EIS_300/EIS-0250-S2-EIS-0369-FEIS-06-2008.pdf
EIS-0370,Windy Gap Firming Project; North Central Colorado,DOE,WAPA,2001,Electric Transmission,Completed,EIS-0370: Record of Decision,EIS,DOE_EIS_301/EIS-0370_Windy_Gap_WAPA_ROD_FR_2016-02-03.pdf
EIS-0370,Windy Gap Firming Project; North Central Colorado,DOE,WAPA,2001,Electric Transmission,Completed,EIS-0370: Final Environmental Impact Statement (Summary),EIS,DOE_EIS_301/EIS-0370-FEIS-Summary-2011.pdf
EIS-0370,Windy Gap Firming Project; North Central Colorado,DOE,WAPA,2001,Electric Transmission,Completed,EIS-0370: Final Environmental Impact Statement (Volume 1),EIS,DOE_EIS_301/EIS-0370-FEIS-vol1-2011.pdf
EIS-0370,Windy Gap Firming Project; North Central Colorado,DOE,WAPA,2001,Electric Transmission,Completed,EIS-0370: Final Environmental Impact Statement (Volume 2),EIS,DOE_EIS_301/EIS-0370-FEIS-vol2-2011.pdf
EIS-0370,Windy Gap Firming Project; North Central Colorado,DOE,WAPA,2001,Electric Transmission,Completed,EIS-0370: Final Environmental Impact Statement (Volume 3),EIS,DOE_EIS_301/EIS-0370-FEIS-vol3-2011.pdf
EIS-0370,Windy Gap Firming Project; North Central Colorado,DOE,WAPA,2001,Electric Transmission,Completed,EIS-0370: EPA Notice of Availability of the Final Environmental Impact Statement,EIS,DOE_EIS_301/EIS-0370-EPANOA-2011.pdf
EIS-0370,Windy Gap Firming Project; North Central Colorado,DOE,WAPA,2001,Electric Transmission,Completed,"EIS-0370: Bureau of Reclamation, Interior, Notice of Availability of the Final Environmental Impact Statement",EIS,DOE_EIS_301/EIS-0370-BORNOA-2011.pdf
EIS-0372,"Northeast Reliability Interconnect (Bangor Hydro-Electric), ME",DOE,OE,2005,Electric Transmission,Completed,eis-0372-epa-feis-noa-2005-11.pdf,EIS,DOE_EIS_302/eis-0372-epa-feis-noa-2005-11.pdf
EIS-0372,"Northeast Reliability Interconnect (Bangor Hydro-Electric), ME",DOE,OE,2005,Electric Transmission,Completed,"Record of Decision and Floodplain Statement of Findings; Bangor Hydro-Electric Company Northeast Reliability Interconnect, EIS-0372 (January 2006)",EIS,DOE_EIS_302/EIS-0372-ROD-2006.pdf
EIS-0372,"Northeast Reliability Interconnect (Bangor Hydro-Electric), ME",DOE,OE,2005,Electric Transmission,Completed,EIS-0372-FEIS-2005.pdf,EIS,DOE_EIS_302/EIS-0372-FEIS-2005.pdf
EIS-0372,"Northeast Reliability Interconnect (Bangor Hydro-Electric), ME",DOE,OE,2005,Electric Transmission,Completed,Notice of Public Hearings for the Proposed Bangor Hydro-Electric Company (BHE) Northeast Reliability Inteconnect (DOE/EIS-0372) (September 2005 - 70 FR 53786),EIS,DOE_EIS_302/EIS-0372-DOE-NOA-2005.pdf
EIS-0373,Proposed Consolidation of Nuclear Operations Related to the Production of Radioisotope Power Systems,DOE,NE,,Uncategorized,Canceled,EIS-0373: Notice of Cancellation of an Environmental Impact Statement,EIS,DOE_EIS_303/EIS-0373-CancellationNotice-2013.pdf
EIS-0373,Proposed Consolidation of Nuclear Operations Related to the Production of Radioisotope Power Systems,DOE,NE,,Uncategorized,Canceled,EIS-0373: Draft Environmental Impact Statement,EIS,DOE_EIS_303/EIS-0373-DEIS-2005.pdf
EIS-0373,Proposed Consolidation of Nuclear Operations Related to the Production of Radioisotope Power Systems,DOE,NE,,Uncategorized,Canceled,"EIS-0373: Draft Environmental Impact Statement, Summary",EIS,DOE_EIS_303/EIS-0373-DEIS-Summary-2005.pdf
EIS-0373,Proposed Consolidation of Nuclear Operations Related to the Production of Radioisotope Power Systems,DOE,NE,,Uncategorized,Canceled,EIS-0373: EPA Notice of Availability of the Draft Environmental Impact Statement,EIS,DOE_EIS_303/EIS-0373-DEIS-EPA-NOA-2005.pdf
EIS-0374,"Klondike III/ Bigelow Canyon Wind Integration Project, OR",DOE,BPA,2006,Electric Transmission,Completed,EIS-0374-FEIS-01-2006.pdf,EIS,DOE_EIS_304/EIS-0374-FEIS-01-2006.pdf
EIS-0374,"Klondike III/ Bigelow Canyon Wind Integration Project, OR",DOE,BPA,2006,Electric Transmission,Completed,EIS-0374-FEIS-Appendices-2006.pdf,EIS,DOE_EIS_304/EIS-0374-FEIS-Appendices-2006.pdf
EIS-0374,"Klondike III/ Bigelow Canyon Wind Integration Project, OR",DOE,BPA,2006,Electric Transmission,Completed,EIS-0374-FEIS-FiguresMaps-2006.pdf,EIS,DOE_EIS_304/EIS-0374-FEIS-FiguresMaps-2006.pdf
EIS-0374,"Klondike III/ Bigelow Canyon Wind Integration Project, OR",DOE,BPA,2006,Electric Transmission,Completed,EIS-0374: EPA Notice of Availability of the Final Environmental Impact Statement,EIS,DOE_EIS_304/EIS-0374-NOA-2006.pdf
EIS-0374,"Klondike III/ Bigelow Canyon Wind Integration Project, OR",DOE,BPA,2006,Electric Transmission,Completed,EIS-0374: EPA Notice of Availability of the Draft Environmental Impact Statement,EIS,DOE_EIS_304/EIS-0374-DEIS-EPA-NOA-2006.pdf
EIS-0374,"Klondike III/ Bigelow Canyon Wind Integration Project, OR",DOE,BPA,2006,Electric Transmission,Completed,EIS-0374-DEIS-Summary-2006.pdf,EIS,DOE_EIS_304/EIS-0374-DEIS-Summary-2006.pdf
EIS-0374,"Klondike III/ Bigelow Canyon Wind Integration Project, OR",DOE,BPA,2006,Electric Transmission,Completed,EIS-0374-DEIS-2006.pdf,EIS,DOE_EIS_304/EIS-0374-DEIS-2006.pdf
EIS-0374,"Klondike III/ Bigelow Canyon Wind Integration Project, OR",DOE,BPA,2006,Electric Transmission,Completed,EIS-0374-DEIS-commentextension-2005.pdf,EIS,DOE_EIS_304/EIS-0374-DEIS-commentextension-2005.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,EIS-0375: EPA Notice of Availability of Final Environmental Impact Statement,EIS,DOE_EIS_305/EIS-0375-EPA_FEIS_NOA-2016.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,EIS-0375: DOE Notice of Availability of a Final Environmental Impact Statement,EIS,DOE_EIS_305/EIS-0375-FEIS_NOA-DOE-2016.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,EIS-0375: Final Environmental Impact Statement (Summary),EIS,DOE_EIS_305/EIS-0375-FEIS_Summary-2016.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,"EIS-0375: Final Environmental Impact Statement (Volume I, Chapters 1-8)",EIS,DOE_EIS_305/EIS-0375-FEIS_Volume%20I_Chapters%201-8.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,"EIS-0375: Final Environmental Impact Statement (Volume II, Chapter 9-Appendix I)",EIS,DOE_EIS_305/EIS-0375-FEIS_Volume%20II_Chapter%209%20to%20Appendix%20I.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,"EIS-0375: Final Environmental Impact Statement (Volume III, Appendix J, Part 1)",EIS,DOE_EIS_305/EIS-0375-FEIS_Volume%20III_Appendix%20J_Part%201.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,"EIS-0375: Final Environmental Impact Statement (Volume III, Appendix J, Part 2)",EIS,DOE_EIS_305/EIS-0375-FEIS_Volume%20III_Appendix%20J_Part%202.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,"EIS-0375: Final Environmental Impact Statement (Volume IV, Appendix J, Part 1)",EIS,DOE_EIS_305/EIS-0375-FEIS_Volume%20IV_Appendix%20J_Part%201_0.pdf
EIS-0375,Disposal of Greater-than-Class-C Low-Level Radioactive Waste and Department of Energy GTCC-like Waste,DOE,EM,2016,Waste Management,Completed,"EIS-0375: Final Environmental Impact Statement (Volume IV, Appendix J, Part 2)",EIS,DOE_EIS_305/EIS-0375-FEIS_Volume%20IV_Appendix%20J_Part%202.pdf
