,Unnamed: 0,Unnamed: 0.1,Title,Document,EPA Comment Letter Date,Federal Register Date,Agency,State,name,normalized_agency,new_name,normalized,new_Agency
868,868,868,Mount St. Helens Long-Term Sediment Management Plan Supplemental Environmental Impact Statement,Revised Draft,11/6/17,9/22/17,U.S. Army Corps of Engineers,WA,EisDocuments-239121;CommentLetters-239121,UACoE,EisDocuments-239121,uacoe,US Army Corps of Engineers
869,869,869,Mountain Valley Project and Equitrans Expansion Project,Final,7/31/17,6/30/17,Federal Energy Regulatory Commission,Multi,EisDocuments-234844;CommentLetters-234844,FERC,EisDocuments-234844,ferc,Federal Energy Regulatory Commission
870,870,870,Mountaineer Xpress and Gulf XPress Projects,Final,9/5/17,8/4/17,Federal Energy Regulatory Commission,Multi,EisDocuments-236704;CommentLetters-236704,FERC,EisDocuments-236704,ferc,Federal Energy Regulatory Commission
871,871,871,Mountaineer and Gulf XPress Projects,Draft,4/24/17,3/10/17,Federal Energy Regulatory Commission,Multi,EisDocuments-228461;CommentLetters-228461,FERC,EisDocuments-228461,ferc,Federal Energy Regulatory Commission
872,872,872,Mouse River Enhanced Flood Protection Project,Draft,12/22/16,11/4/16,U.S. Army Corps of Engineers,ND,EisDocuments-219861;CommentLetters-219861,UACoE,EisDocuments-219861,uacoe,US Army Corps of Engineers
873,873,873,Mt. Bachelor Ski Area Improvements Project,Final,3/18/13,2/15/13,Forest Service,OR,EisDocuments-88048,FS,EisDocuments-88048,fs,Forest Service
874,874,874,Mt. Bachelor Ski Area Improvements Project Implementation Bend-Ft. Rock Ranger District Deschutes National Forest Deschutes County OR,Draft,0,6/1/12,Forest Service,OR,EisDocuments-86822,FS,EisDocuments-86822,fs,Forest Service
875,875,875,Mt. Baker-Snoqualmie Invasive Plant Management,Draft,11/17/14,10/3/14,Forest Service,WA,EisDocuments-88370;CommentLetters-88370,FS,EisDocuments-88370,fs,Forest Service
876,876,876,Mt. Baker-Snoqualmie National Forest Invasive Plant Treatment,Final,0,4/10/15,Forest Service,WA,EisDocuments-89323,FS,EisDocuments-89323,fs,Forest Service
877,877,877,Mt. Hood Meadows Parking Improvements (Twilight Parking Lot and Sunrise Maintenance Shop),Draft,6/17/13,5/3/13,Forest Service,OR,EisDocuments-88139;CommentLetters-88139,FS,EisDocuments-88139,fs,Forest Service
878,878,878,Mt. Hood Meadows Parking Improvements EIS,Final,2/27/14,1/17/14,Forest Service,OR,EisDocuments-88507;CommentLetters-88507,FS,EisDocuments-88507,fs,Forest Service
879,879,879,Mukilteo Multimodal Project,Final,7/8/13,6/7/13,Federal Transit Administration,WA,EisDocuments-88280;CommentLetters-88280,FTA,EisDocuments-88280,fta,Federal Transit Administration
880,880,880,Multi-Project for Hydropower Licenses Susquehanna River Hydroelectric Projects,Draft,9/29/14,8/8/14,Federal Energy Regulatory Commission,PA,EisDocuments-87955;CommentLetters-87955,FERC,EisDocuments-87955,ferc,Federal Energy Regulatory Commission
881,881,881,Multiple Projects in Support of Marine Barracks Washington,Draft,5/26/15,4/10/15,United States Marine Corps,DC,EisDocuments-89321;CommentLetters-89321,USMC,EisDocuments-89321,usmc,United States Marine Corps
882,882,882,Multiple Reservoir Land Management Plans,Draft,1/30/17,12/2/16,Tennessee Valley Authority,Multi,EisDocuments-222769;CommentLetters-222769,TVA,EisDocuments-222769,tva,Tennessee Valley Authority
883,883,883,NASA WFF Site-wide Programmatic Environmental Impact Statement,Draft,6/18/18,5/4/18,National Aeronautics and Space Administration,VA,EisDocuments-248921;CommentLetters-248921,NAaSA,EisDocuments-248921,naasa,National Aeronautics and Space Administration
884,884,884,NC- 1409 (Military Cutoff Road) Extension and Proposed US 17 Homestead Bypass,Final,8/25/14,8/8/14,U.S. Army Corps of Engineers,NC,EisDocuments-88011;CommentLetters-88011,UACoE,EisDocuments-88011,uacoe,US Army Corps of Engineers
885,885,885,NC-1409 (Military Cutoff Road) Extension and Proposed US 17 Hampstead Bypass,Draft Supplement,12/16/13,11/1/13,U.S. Army Corps of Engineers,NC,EisDocuments-87924;CommentLetters-87924,UACoE,EisDocuments-87924,uacoe,US Army Corps of Engineers
886,886,886,NIH Chilled Water System Improvements,Draft,6/5/15,4/3/15,National Institute of Health,MD,EisDocuments-89311;CommentLetters-89311,NIoH,EisDocuments-89311,nioh,National Institute of Health
887,887,887,NUREG-1437 License Renewal of Nuclear Plants Supplement 46 Regarding Seabrook Station,Draft Supplement,6/28/13,5/3/13,Nuclear Regulatory Commission,NH,EisDocuments-88497;CommentLetters-88497,NRC,EisDocuments-88497,nrc,Nuclear Regulatory Commission
888,888,888,"NUREG-1437, Generic Environmental Impact Statement for License Renewal of Nuclear Plants Supplement 46 Regarding Seabrook Station",Final,9/14/15,8/14/15,Nuclear Regulatory Commission,NH,EisDocuments-174372;CommentLetters-174372,NRC,EisDocuments-174372,nrc,Nuclear Regulatory Commission
889,889,889,"NUREG-1437, Supplement 59 Waterford Steam Electric Station, Unit 3 license renewal",Final Supplement,0,11/23/18,Nuclear Regulatory Commission,LA,EisDocuments-262505,NRC,EisDocuments-262505,nrc,Nuclear Regulatory Commission
890,890,890,Na Pua Makani Wind Project and Habitat Conservation Plan,Draft,8/11/15,6/12/15,Fish and Wildlife Service,HI,EisDocuments-168850;CommentLetters-168850,FaWS,EisDocuments-168850,faws,Fish and Wildlife Service
891,891,891,Na Pua Makani Wind Project and Habitat Conservation Plan,Final,8/19/16,7/22/16,Fish and Wildlife Service,HI,EisDocuments-211864;CommentLetters-211864,FaWS,EisDocuments-211864,faws,Fish and Wildlife Service
892,892,892,Nanushuk Project,Final,12/3/18,11/2/18,U.S. Army Corps of Engineers,AK,EisDocuments-260614;CommentLetters-260614,UACoE,EisDocuments-260614,uacoe,US Army Corps of Engineers
893,893,893,Narrows Project Development of a Supplemental Water Supply for Agricultural and Municipal Water Use Sanpete Counties UT,Final,1/7/13,11/16/12,Bureau of Reclamation,UT,EisDocuments-76703;CommentLetters-76703,BoR,EisDocuments-76703,bor,Bureau of Reclamation
894,894,894,National Petroleum Reserve - Alaska (NPR-A) Integrated Activity Plan North Slope Borough AK,Final,1/28/13,12/31/12,Bureau of Land Management,AK,EisDocuments-75917;CommentLetters-75917,BoLM,EisDocuments-75917,bolm,Bureau of Land Management
895,895,895,National Wildlife Refuge System Revision of Regulations Governing Non-Federal Oil and Gas Activities,Draft,0,12/11/15,Fish and Wildlife Service,Multi,EisDocuments-184221;CommentLetters-184221,FaWS,EisDocuments-184221,faws,Fish and Wildlife Service
896,896,896,Nationwide Public Safety Broadband Network Final Programmatic Environmental Impact Statement for the Southern United States,Final,10/24/17,9/29/17,Department of Commerce,Multi,EisDocuments-239545;CommentLetters-239545,DoC,EisDocuments-239545,doc,Department of Commerce
897,897,897,Naval Air Station Key West Airfield Operations,Final,9/3/13,8/2/13,United States Navy,FL,EisDocuments-88404;CommentLetters-88404,USN,EisDocuments-88404,usn,United States Navy
898,898,898,Naval Air Station Key West Airfield Operations To Support and Conduct Aircraft Training Operations Florida Keys Monroe County FL,Draft,8/20/12,6/29/12,United States Navy,FL,EisDocuments-88591;CommentLetters-88591,USN,EisDocuments-88591,usn,United States Navy
899,899,899,Naval Base Coronado Coastal Campus,Draft,8/15/14,7/25/14,United States Navy,CA,EisDocuments-87889;CommentLetters-87889,USN,EisDocuments-87889,usn,United States Navy
900,900,900,Naval Base Coronado Coastal Campus,Final,5/4/15,4/3/15,United States Navy,CA,EisDocuments-89308;CommentLetters-89308,USN,EisDocuments-89308,usn,United States Navy
901,901,901,Navy Base Intermodal Container Transfer Facility,Final,7/18/18,6/29/18,U.S. Army Corps of Engineers,SC,EisDocuments-252359;CommentLetters-252359,UACoE,EisDocuments-252359,uacoe,US Army Corps of Engineers
902,902,902,Nebraska Highway 12 Niobrara East and West,Draft,11/23/15,10/9/15,U.S. Army Corps of Engineers,NE,EisDocuments-178921;CommentLetters-178921,UACoE,EisDocuments-178921,uacoe,US Army Corps of Engineers
903,903,903,Nevada Test and Training Range Land Withdrawal Legislative Environmental Impact Statement,Final,11/26/18,10/26/18,United States Air Force,NV,EisDocuments-259952;CommentLetters-259952,USAF,EisDocuments-259952,usaf,United States Air Force
904,904,904,Nevada and Northeastern California Greater Sage-Grouse Draft Resource Management Plan Amendment and Environmental Impact Statement,Draft,8/1/18,5/4/18,Bureau of Land Management,Multi,EisDocuments-249039;CommentLetters-249039,BoLM,EisDocuments-249039,bolm,Bureau of Land Management
905,905,905,Nevada and Northeastern California Greater Sage-Grouse Planning,Draft,1/27/14,11/1/13,Bureau of Land Management,NV,EisDocuments-89100;CommentLetters-89100,BoLM,EisDocuments-89100,bolm,Bureau of Land Management
906,906,906,Nevada and Northeastern California Greater Sage-Grouse Proposed Land Use Plan Amendments,Final,0,5/29/15,Bureau of Land Management,Multi,EisDocuments-168131,BoLM,EisDocuments-168131,bolm,Bureau of Land Management
907,907,907,Nevada and Northeastern California Greater-Sage Grouse Proposed Resource Management Plan Amendment and Final Environmental Impact Statement,Final,0,12/7/18,Bureau of Land Management,Multi,EisDocuments-262925,BoLM,EisDocuments-262925,bolm,Bureau of Land Management
908,908,908,New England Clean Power Link Transmission Line Project,Draft,8/11/15,6/12/15,Department of Energy,VT,EisDocuments-168887;CommentLetters-168887,DoE,EisDocuments-168887,doe,Department of Energy
909,909,909,"New Haven Harbor Navigation Improvement Project, Connecticut, Draft Integrated Feasibility Report and Environmental Impact Statement",Draft,11/15/18,9/28/18,U.S. Army Corps of Engineers,CT,EisDocuments-258355;CommentLetters-258355,UACoE,EisDocuments-258355,uacoe,US Army Corps of Engineers
910,910,910,New Madawaska Land Port of Entry and International Bridge Project,Draft Supplement,0,12/7/18,General Services Administration,ME,EisDocuments-262841,GSA,EisDocuments-262841,gsa,General Services Administration
911,911,911,New York Gateway Connections Improvement Project to the US Peace Bridge Plaza,Final,4/1/14,4/4/14,Federal Highway Administration,NY,EisDocuments-88154,FHA,EisDocuments-88154,fha,Federal Highway Administration
912,912,912,New York Gateway Connections Improvment Project to the US Peace Bridge Plaza,Draft,1/2/14,11/29/13,Federal Highway Administration,NY,EisDocuments-88183;CommentLetters-88183,FHA,EisDocuments-88183,fha,Federal Highway Administration
913,913,913,New York State Route 198 (Scajaquada Expressway) Corridor Project,Final,0,11/17/17,Federal Highway Administration,NY,EisDocuments-241793,FHA,EisDocuments-241793,fha,Federal Highway Administration
914,914,914,Newlands Project Resource Management Plan,Draft,7/24/13,6/7/13,Bureau of Reclamation,NV,EisDocuments-87805;CommentLetters-87805,BoR,EisDocuments-87805,bor,Bureau of Reclamation
915,915,915,Next NGA West Campus in the Greater St. Louis Metropolitan Area,Draft,11/23/15,10/9/15,National Geospatial-Intelligence Agency,Multi,EisDocuments-178766;CommentLetters-178766,NGA,EisDocuments-178766,nga,National Geospatial-Intelligence Agency
916,916,916,Next NGA West Campus in the Greater St. Louis Metropolitan Area,Final,4/29/16,4/1/16,National Geospatial-Intelligence Agency,Multi,EisDocuments-205721;CommentLetters-205721,NGA,EisDocuments-205721,nga,National Geospatial-Intelligence Agency
917,917,917,Nexus Gas Transmission Project and Texas Eastern Appalachian Lease Project,Final,1/9/17,12/9/16,Federal Energy Regulatory Commission,Multi,EisDocuments-222951;CommentLetters-222951,FERC,EisDocuments-222951,ferc,Federal Energy Regulatory Commission
918,918,918,NiSource Multi-Species Habitat Conservation Plan EIS,Final,7/15/13,6/14/13,Fish and Wildlife Service,Multi,EisDocuments-88397;CommentLetters-88397,FaWS,EisDocuments-88397,faws,Fish and Wildlife Service
919,919,919,Niobrara Confluence and Ponca Bluffs Conservation Areas Land Protection Plan,Draft,6/10/13,4/19/13,Fish and Wildlife Service,NE,EisDocuments-88352;CommentLetters-88352,FaWS,EisDocuments-88352,faws,Fish and Wildlife Service
920,920,920,Non-Contiguous Region of the Nationwide Public Safety Broadband Network,Final,0,6/30/17,Department of Commerce,Multi,EisDocuments-234574,DoC,EisDocuments-234574,doc,Department of Commerce
921,921,921,Normally Pressured Lance Natural Gas Development Project,Final,7/23/18,6/22/18,Bureau of Land Management,WY,EisDocuments-251808;CommentLetters-251808,BoLM,EisDocuments-251808,bolm,Bureau of Land Management
922,922,922,North Billings County Range Allotment Management Plan Revision,Final,4/11/14,3/14/14,Forest Service,ND,EisDocuments-88007,FS,EisDocuments-88007,fs,Forest Service
923,923,923,North Cascades Ecosystem Draft Grizzly Bear Restoration Plan/Environmental Impact Statement,Draft,4/28/17,1/13/17,National Park Service,WA,EisDocuments-226361;CommentLetters-226361,NPS,EisDocuments-226361,nps,National Park Service
924,924,924,"North Cumberland Wildlife Management Area, Tennessee Lands Unsuitable for Mining",Draft,0,12/11/15,Office of Surface Mining,TN,EisDocuments-184152;CommentLetters-184152,OoSM,EisDocuments-184152,oosm,Office of Surface Mining
925,925,925,North Dakota Greater Sage-Grouse Proposed Land Use Plan Amendment,Final,6/29/15,5/29/15,Bureau of Land Management,ND,EisDocuments-167666,BoLM,EisDocuments-167666,bolm,Bureau of Land Management
926,926,926,North Fork Wells of Eagle Creek,Draft Supplement,1/6/15,11/14/14,Forest Service,NM,EisDocuments-88533;CommentLetters-88533,FS,EisDocuments-88533,fs,Forest Service
927,927,927,North Fork Wells of Eagle Creek,Final,12/22/15,11/20/15,Forest Service,NM,EisDocuments-182861;CommentLetters-182861,FS,EisDocuments-182861,fs,Forest Service
928,928,928,North Houston Highway Improvement Project,Draft,6/27/17,4/28/17,Federal Highway Administration,TX,EisDocuments-231296,FHA,EisDocuments-231296,fha,Federal Highway Administration
929,929,929,North Savery Project,Draft,9/12/17,7/28/17,Forest Service,WY,EisDocuments-236482;CommentLetters-236482,FS,EisDocuments-236482,fs,Forest Service
930,930,930,North Valley Regional Recycled Water Program,Draft,3/10/15,1/16/15,Bureau of Reclamation,CA,EisDocuments-89190;CommentLetters-89190,BoR,EisDocuments-89190,bor,Bureau of Reclamation
931,931,931,North Valley Regional Recycled Water Program,Final,10/26/15,9/25/15,Bureau of Reclamation,CA,EisDocuments-176984;CommentLetters-176984,BoR,EisDocuments-176984,bor,Bureau of Reclamation
932,932,932,North and West Big Hole Allotment Management Plans,Draft,5/12/14,3/28/14,Forest Service,MT,EisDocuments-88102;CommentLetters-88102,FS,EisDocuments-88102,fs,Forest Service
933,933,933,NorthMet Mining Project and Land Exchange,Final,12/21/15,11/13/15,U.S. Army Corps of Engineers,MN,EisDocuments-182544;CommentLetters-182544,UACoE,EisDocuments-182544,uacoe,US Army Corps of Engineers
934,934,934,NorthMet Mining Project and Land Exchange Project,Draft Supplement,3/13/14,12/13/13,U.S. Army Corps of Engineers,MN,EisDocuments-88502;CommentLetters-88502,UACoE,EisDocuments-88502,uacoe,US Army Corps of Engineers
935,935,935,Northeast Supply Enhancement Project,Draft,5/10/18,3/30/18,Federal Energy Regulatory Commission,Multi,EisDocuments-246843;CommentLetters-246843,FERC,EisDocuments-246843,ferc,Federal Energy Regulatory Commission
936,936,936,Northern Great Plains Management Plans Revision (Dakota Prairie Oil and Gas RFDS SEIS),Draft Supplement,0,11/2/18,Forest Service,ND,EisDocuments-260576,FS,EisDocuments-260576,fs,Forest Service
937,937,937,Northern Integrated Supply Project,Final,10/4/18,7/20/18,U.S. Army Corps of Engineers,CO,EisDocuments-253683;CommentLetters-253683,UACoE,EisDocuments-253683,uacoe,US Army Corps of Engineers
938,938,938,Northern Integrated Supply Project Supplemental Draft EIS,Draft Supplement,9/3/15,6/19/15,U.S. Army Corps of Engineers,CO,EisDocuments-169841;CommentLetters-169841,UACoE,EisDocuments-169841,uacoe,US Army Corps of Engineers
939,939,939,Northwest Area Water Supply Project,Draft Supplement,9/12/14,6/27/14,Bureau of Reclamation,ND,EisDocuments-87834;CommentLetters-87834,BoR,EisDocuments-87834,bor,Bureau of Reclamation
940,940,940,Northwest Area Water Supply Project,Final Supplement,0,4/10/15,Bureau of Reclamation,ND,EisDocuments-89322;CommentLetters-89322,BoR,EisDocuments-89322,bor,Bureau of Reclamation
941,941,941,Northwest Arkansas Regional Airport Intermodal Access Road Benton County AR,Draft,12/8/12,10/26/12,Federal Highway Administration,AR,EisDocuments-80011,FHA,EisDocuments-80011,fha,Federal Highway Administration
942,942,942,Northwest Colorado Greater Sage-Grouse Draft Resource Management Plan Amendment and Environmental Impact Statement,Draft,8/2/18,5/4/18,Bureau of Land Management,CO,EisDocuments-249029;CommentLetters-249029,BoLM,EisDocuments-249029,bolm,Bureau of Land Management
943,943,943,Northwest Colorado Greater Sage-Grouse Proposed Land Use Plan Amendments,Final,6/26/15,5/29/15,Bureau of Land Management,CO,EisDocuments-167899,BoLM,EisDocuments-167899,bolm,Bureau of Land Management
944,944,944,Northwest Colorado Greater-Sage Grouse Proposed Resource Management Plan Amendment and Final Environmental Impact Statement,Final,0,12/7/18,Bureau of Land Management,CO,EisDocuments-262976,BoLM,EisDocuments-262976,bolm,Bureau of Land Management
945,945,945,Northwest Training and Testing,Draft,3/10/14,1/24/14,United States Navy,WA,EisDocuments-87820;CommentLetters-87820,USN,EisDocuments-87820,usn,United States Navy
946,946,946,Northwest Training and Testing,Draft Supplement,2/2/15,12/19/14,United States Navy,WA,EisDocuments-89160;CommentLetters-89160,USN,EisDocuments-89160,usn,United States Navy
947,947,947,Northwest Training and Testing,Final,0,10/2/15,United States Navy,Multi,EisDocuments-178067,USN,EisDocuments-178067,usn,United States Navy
948,948,948,OKT Draft Joint EIS/BLM RMP and BIA Integrated RMP,Draft,0,11/9/18,Bureau of Land Management,Multi,EisDocuments-260270,BoLM,EisDocuments-260270,bolm,Bureau of Land Management
949,949,949,OR 62: I-5 to Dutton Road,Final,6/2/13,5/3/13,Federal Highway Administration,OR,EisDocuments-88125,FHA,EisDocuments-88125,fha,Federal Highway Administration
950,950,950,Oakhill Parkway,Draft,6/15/18,5/4/18,Texas Department of Transportation,TX,EisDocuments-249129;CommentLetters-249129,TDoT,EisDocuments-249129,tdot,Texas Department of Transportation
951,951,951,Ochoa Mine Project,Final,3/17/14,2/28/14,Bureau of Land Management,NM,EisDocuments-87940;CommentLetters-87940,BoLM,EisDocuments-87940,bolm,Bureau of Land Management
952,952,952,Ochoco Summit Trail System,Final,12/2/16,3/28/14,Forest Service,OR,EisDocuments-88111;CommentLetters-88111,FS,EisDocuments-88111,fs,Forest Service
953,953,953,Ochoco Summit Trail System,Final Supplement,0,4/28/17,Forest Service,OR,EisDocuments-231327,FS,EisDocuments-231327,fs,Forest Service
954,954,954,Ochoco Summit Trail System Project Ochoco National Forest Wheeler and Crook Counties OR,Draft,3/25/13,2/8/13,Forest Service,OR,EisDocuments-88044;CommentLetters-88044,FS,EisDocuments-88044,fs,Forest Service
955,955,955,Ocotillo Sol Project California Desert Conservation Area Plan Amendment,Final,8/16/13,7/26/13,Bureau of Land Management,CA,EisDocuments-89065;CommentLetters-89065,BoLM,EisDocuments-89065,bolm,Bureau of Land Management
956,956,956,Ogden Ranger District Travel Plan Revision,Second Final Supplemental,5/13/15,4/10/15,Forest Service,UT,EisDocuments-89320,FS,EisDocuments-89320,fs,Forest Service
957,957,957,Ohio Creek Watershed Project,Draft,11/13/18,9/28/18,Department of Housing and Urban Development,VA,EisDocuments-258191;CommentLetters-258191,DoHaUD,EisDocuments-258191,dohaud,Department of Housing and Urban Development
958,958,958,Oil and Gas Leasing in Portions of the Wyoming Range in the Bridger-Teton National Forest,Second Draft Supplemental,0,4/8/16,Forest Service,WY,EisDocuments-206122;CommentLetters-206122,FS,EisDocuments-206122,fs,Forest Service
959,959,959,Olympic National Park Mountain Goat Management Plan,Final,0,5/4/18,National Park Service,WA,EisDocuments-249116,NPS,EisDocuments-249116,nps,National Park Service
960,960,960,Omnibus Essential Fish Habitat Amendment 2,Draft,12/23/14,10/10/14,National Marine Fisheries Service,Multi,EisDocuments-88377;CommentLetters-88377,NMFS,EisDocuments-88377,nmfs,National Marine Fisheries Service
961,961,961,Omya Sentinel & Butterfield Quarries Expansion,Draft,8/27/18,7/13/18,Forest Service,CA,EisDocuments-253081;CommentLetters-253081,FS,EisDocuments-253081,fs,Forest Service
962,962,962,Operation of Watts Bar Nuclear Plant Unit 2 NUREG-0498 Supplement 2,Final Supplement,7/30/13,6/14/13,Nuclear Regulatory Commission,TN,EisDocuments-88535;CommentLetters-88535,NRC,EisDocuments-88535,nrc,Nuclear Regulatory Commission
963,963,963,Oregon Greater Sage-Grouse Draft Resource Management Plan Amendment and Environmental Impact Statement,Draft,8/1/18,5/4/18,Bureau of Land Management,OR,EisDocuments-249045;CommentLetters-249045,BoLM,EisDocuments-249045,bolm,Bureau of Land Management
964,964,964,Oregon Greater Sage-Grouse Proposed Land Use Plan Amendments,Final,6/29/15,5/29/15,Bureau of Land Management,OR,EisDocuments-168185;CommentLetters-168185,BoLM,EisDocuments-168185,bolm,Bureau of Land Management
965,965,965,Oregon Greater-Sage Grouse Proposed Resource Management Plan Amendment and Final Environmental Impact Statement,Final,0,12/7/18,Bureau of Land Management,OR,EisDocuments-263015,BoLM,EisDocuments-263015,bolm,Bureau of Land Management
966,966,966,Oregon Liquefied Natural Gas (LNG) and Washington Expansion Projects,Draft,0,8/14/15,Federal Energy Regulatory Commission,Multi,EisDocuments-173881;CommentLetters-173881,FERC,EisDocuments-173881,ferc,Federal Energy Regulatory Commission
967,967,967,Oregon Passenger Rail Tier 1 Draft Environmental Impact Statement,Draft,0,10/19/18,Federal Railroad Administration,OR,EisDocuments-259687,FRA,EisDocuments-259687,fra,Federal Railroad Administration
968,968,968,Oregon Sub-Region Greater Sage-Grouse Draft Resource Management Plan Amendment,Draft,2/20/14,11/22/13,Bureau of Land Management,OR,EisDocuments-88560;CommentLetters-88560,BoLM,EisDocuments-88560,bolm,Bureau of Land Management
969,969,969,Otay Mesa Conveyance and Disinfection System Project,Final,10/3/16,9/2/16,Department of State,CA,EisDocuments-216389;CommentLetters-216389,DoS,EisDocuments-216389,dos,Department of State
970,970,970,"Otay Mesa Conveyance and Disinfection System Project, Presidential Permit Application Review",Draft,6/27/16,5/20/16,Department of State,CA,EisDocuments-208601;CommentLetters-208601,DoS,EisDocuments-208601,dos,Department of State
971,971,971,Otay Mesa Modernization and Expansion,Draft,0,8/24/18,General Services Administration,CA,EisDocuments-255961;CommentLetters-255961,GSA,EisDocuments-255961,gsa,General Services Administration
972,972,972,"Otay River Estuary Restoration Project, South San Diego Bay Unit of the San Diego Bay National Wildlife Refuge, California; Final Environmental Impact Statement",Final,6/15/18,5/21/18,Fish and Wildlife Service,CA,EisDocuments-249984;CommentLetters-249984,FaWS,EisDocuments-249984,faws,Fish and Wildlife Service
973,973,973,Outdoor Research Development Test and Evaluation Activities at NSWC,Final,9/9/13,8/9/13,United States Navy,MD,EisDocuments-88405;CommentLetters-88405,USN,EisDocuments-88405,usn,United States Navy
974,974,974,Ozark National Scenic Riverways General Management Plan,Final,1/9/15,12/12/14,National Park Service,MO,EisDocuments-89137;CommentLetters-89137,NPS,EisDocuments-89137,nps,National Park Service
975,975,975,PROGRAMMATIC - Allocation of Oil Shale and Tar Sands Resources on Lands Administered Propose to Amend 10 Land Use Plans in Colorado Utah and Wyoming,Final,12/10/12,11/9/12,Bureau of Land Management,0,EisDocuments-76408,BoLM,EisDocuments-76408,bolm,Bureau of Land Management
976,976,976,PROGRAMMATIC - Ash Impoundment Closure,Draft,3/7/16,1/8/16,Tennessee Valley Authority,Multi,EisDocuments-185221;CommentLetters-185221,TVA,EisDocuments-185221,tva,Tennessee Valley Authority
977,977,977,PROGRAMMATIC - Ash Impoundment Closure,Final,6/21/16,6/10/16,Tennessee Valley Authority,Multi,EisDocuments-209998;CommentLetters-209998,TVA,EisDocuments-209998,tva,Tennessee Valley Authority
978,978,978,PROGRAMMATIC - Conservation Reserve Program,Second Final Supplemental,0,12/29/14,Farm Service Agency,0,EisDocuments-89168,FSA,EisDocuments-89168,fsa,Farm Service Agency
979,979,979,PROGRAMMATIC - Conservation Reserve Program (CRP) Implement Certain Changes to the CRP as Enacted by Congress in the 2008 Farm Bill in the United States,Second Draft Supplemental,9/8/14,7/25/14,Farm Service Agency,0,EisDocuments-87885;CommentLetters-87885,FSA,EisDocuments-87885,fsa,Farm Service Agency
980,980,980,PROGRAMMATIC - Deepwater Horizon Oil Spill: Draft Programmatic Damage Assessment and Restoration Plan,Draft,0,10/5/15,National Oceanic and Atmospheric Administration,Multi,EisDocuments-178305;CommentLetters-178305,NOaAA,EisDocuments-178305,noaaa,National Oceanic and Atmospheric Administration
981,981,981,PROGRAMMATIC - Deepwater Horizon Oil Spill: Phase III Early Restoration Plan,Final,0,6/27/14,Department of the Interior,Multi,EisDocuments-87835,DotI,EisDocuments-87835,doti,Department of the Interior
982,982,982,PROGRAMMATIC - Draft Uranium Leasing Program,Draft,6/21/13,3/15/13,Department of Energy,CO,EisDocuments-87852;CommentLetters-87852,DoE,EisDocuments-87852,doe,Department of Energy
983,983,983,PROGRAMMATIC - Engineered High Energy Crop Programs,Draft,0,1/16/15,Department of Energy,Multi,EisDocuments-89189;CommentLetters-89189,DoE,EisDocuments-89189,doe,Department of Energy
984,984,984,PROGRAMMATIC - Habitat Restoration Activities Implemented throughout the Coastal United States,Draft,3/19/15,1/30/15,National Oceanic and Atmospheric Administration,0,EisDocuments-89202;CommentLetters-89202,NOaAA,EisDocuments-89202,noaaa,National Oceanic and Atmospheric Administration
985,985,985,PROGRAMMATIC - Habitat Restoration Activities Implemented throughout the Coastal United States,Final,0,6/19/15,National Oceanic and Atmospheric Administration,Multi,EisDocuments-169761,NOaAA,EisDocuments-169761,noaaa,National Oceanic and Atmospheric Administration
986,986,986,PROGRAMMATIC - Hawaii Clean Energy,Draft,7/17/14,4/18/14,Department of Energy,HI,EisDocuments-88254;CommentLetters-88254,DoE,EisDocuments-88254,doe,Department of Energy
987,987,987,PROGRAMMATIC - Hawaii Clean Energy,Final,10/19/15,9/18/15,Department of Energy,HI,EisDocuments-176764;CommentLetters-176764,DoE,EisDocuments-176764,doe,Department of Energy
988,988,988,PROGRAMMATIC - Hawaiian Monk Seal Recovery Actions,Final,5/9/14,4/11/14,National Oceanic and Atmospheric Administration,HI,EisDocuments-88205,NOaAA,EisDocuments-88205,noaaa,National Oceanic and Atmospheric Administration
989,989,989,PROGRAMMATIC - Mountaintop Mining and Valley Fills Program Guidance Policies or Regulations to Minimize Adverse Environmental Effects to Waters of the US and Fish and Wildlife Resources Implementation Appalachia Appalachian Study Area WV KY TN and VA,Draft,1/21/04,6/13/03,Environmental Protection Agency,WV,EisDocuments-77245,EPA,EisDocuments-77245,epa,Environmental Protection Agency
990,990,990,PROGRAMMATIC - Mountaintop Mining and Valley Fills Program Guidance Policies or Regulations to Minimize Adverse Environmental Effects to Waters of the US and Fish and Wildlife Resources Implementation Appalachia Appalachian Study Area WV KY TN and VA,Final,12/27/05,11/25/05,Environmental Protection Agency,0,EisDocuments-77306,EPA,EisDocuments-77306,epa,Environmental Protection Agency
991,991,991,PROGRAMMATIC - Nationwide Public Safety Broadband Network for the Non-Contiguous United States,Draft,0,3/4/16,Department of Commerce,Multi,EisDocuments-204381;CommentLetters-204381,DoC,EisDocuments-204381,doc,Department of Commerce
992,992,992,PROGRAMMATIC - Portland Harbor Restoration Plan Restoration of Injured Natural Resources Multnomah County OR,Draft,10/3/12,7/6/12,National Oceanic and Atmospheric Administration,OR,EisDocuments-81196;CommentLetters-81196,NOaAA,EisDocuments-81196,noaaa,National Oceanic and Atmospheric Administration
993,993,993,PROGRAMMATIC - Revision of the Coronado National Forest Land and Resource Management Plan,Draft,2/20/14,11/22/13,Forest Service,AZ,EisDocuments-88294;CommentLetters-88294,FS,EisDocuments-88294,fs,Forest Service
